Victim,Date,Category,Description,Scam Alias,Scam Source,
Anonymous , 09 Jun 2022,Loan Scam,"I have been received lots of spam calls over the past while, and this time round the caller called me via his mobile number 82693610 to promote a personal loan scam. I answered the call and once he started selling his easy loan services, I ended the call as I knew it was against the regulations for licensed moneylenders to advertise their services. I then submitted his number to a few online phone reverse lookup databases to warn others against this number 82693610, and now i am submitting this scam alert notice to inform the authorities about it.",Name: 82693610,Contact: 82693610,
Anonymous , 07 Jun 2022,Impersonation Scam,"The person (with a strong Malaysian Chinese accent) would know your name (likely from the name you put in Whatsapp) and claimed to be your friend. when you ask who is this, the caller would ask you to guess and he would agree to whatever name that you said. He would say the number showing on your caller ID is his new handphone number and convinced you to save it. After establishing this trust, the next time he calls, you would think that you are speaking the real friend since you have already saved the new number a few days ago. The scheme is to scam victims after several calls. Please beware of such scams and always verify the caller's identity by calling mutual friends or get in touch with the person via other communication channels before saving the new number. ",Name: scammer will name whatever name you give him,Contact: 89046458,
Anonymous , 07 Jun 2022,Phishing Scam,"Call from High Court, asking to attend court hearing informed that I needed to attend court hearing.

The hearing is that I had used a company to do illegal online betting. I denied to have such company and he wanted to provide me another number to call for CAD, which I highly suspected that it's a scam. I said I will find the official CAD hotline online to clarify, and he put down the phone immediately.",Name: High court,Contact: 60434570,
Anonymous , 06 Jun 2022,Phishing Scam,"The call came to my daughter from ICBC China Bank, from their Chinatown branch. The person was able to address my daughter by her name and informed her that her I/C was used to issue a credit card which was sent to an address in Bukit Timah. There was a payment of almost $10,000 due tomorrow. She started to panic and at that point, she was transferred to a 'police officer'. At that point, she came to me and gave me the phone and i spoke to that 'officer'. Initially, there were no red flags and the policeman I spoke to spoke English with a Singaporean accent and sounded genuine. He asked me to come down to the cantonment branch to make a report and when i asked if i can make a report in my neighbourhood police post, he agreed. After the call, when i spoke to my daughter, i realised it was a +65 number and so could be a spam call. I called the bank and asked them to check if a credit card was issued since we had the card number and they said no. I also called the spoofed number and the person who picked up said he was not from the bank.

Please be careful as this seems to be a new type of scam and the people speaking don't speak with obvious accents, so it sounded like a very genuine call. ",Name: ICBC Bank,Contact: 6582227182,
Anonymous , 05 Jun 2022,Internet Love Scam,"I was chatting with stranger who goes by the name of ""Zhang Ivan"". He said that he was Singaporean, his job was a doctor and he was single father for 2 teenagers.

Days later, he told me that he got a mission from UN and would be working in Jordan, a few days after arriving in Jordan, he got prizes, and a certificate with a MILLION USD cash in a box from his ""General"". His ""General"" told him not to keep this huge and advised him to send it to his own family. But ""Dr Zhang"" told me if he doesn't have any family or relationships but only 2 teenage daughters, so he begged to help him to receive this box with the cash. He forced me to made several payments from logistics, his isolation room fees, flight tickets, etc. I sent him around $60,000, and to different bank accounts over a period of time. 

Now, I am completely broke.

Would like to share this encounter with the Netizens here to prevent them from getting scammed. ",Name: Zhang Ivan,Contact: 081219350968,
Anonymous , 03 Jun 2022,Job Scam,"I was contacted on telegram with a job offer (28/12/21). Soon after, I was contacted on WhatsApp and provided with a website detailing the company and a job portal.
Two accounts were created, the first being one for my own use, the second by the person whom I was speaking to. After topping-up the second account, they directed me to complete the tasks to generate data. By example, there was a need to top up the account every time it reached a negative amount. She would top up the account by direct me to contact customer service with the top-up details.
Upon completing the tasks, she withdrew the amount from the account and sent the amount to the first account that had been made for my own use. I was then directed to complete the tasks on the account where I proceeded to do the same and successfully withdrew a portion of the money. (28/12/21).

The next day (29/12/21), the same person contacted me. Following the same steps, I completed the steps on her account first.

Things started getting worse when I started using my own account. The amounts kept getting bigger and when I consulted the person about these amounts, she continued to encourage me to keep going so that I could withdraw the full amount once the tasks were complete.

I contacted customer service and questioned them, stating that if I did not get the money back, I would lodge a police report. They replied that they had an army of lawyers that would counter the claims. After some back and forth, I was told that a manager would be calling me.

During the call, their manager requested we top up a final amount to off-set the negative on the account so that the order could be completed. Including the amount that was supposed to be deposited, I was supposed to receive the total plus commission once the transfer was complete. I agreed to this after requesting some details as assurance from the manager.

Once I had fulfilled the top-up, I waited before going to check the status of the account. This was when the manager called me again, yelling at me to ask me what I did, only to find that there was now a new order on the account and that the negative amount on the account was back even larger than the last. They claimed that this had never happened before and said that I had done something. I did not even have my phone with me because I had it on the charger at the time the transaction was made.
I noticed a HP advertisement on their website earlier which is why I thought the company had some legitimacy to it. A friend that I consulted went to do some research and found that the company was using an expired marketing quote without consent. She has said that HP will now be reporting the company because the comment expired 4 years ago.",Name: melissa zhi qing/Partnerize,Contact:,
Anonymous , 03 Jun 2022,Internet Love Scam,"Meet this guy via okc, he claimed he working in jurong island, from Canada, only sons in the family, 42 year old.

After talking on WhatsApp’s for about 3 weeks and we decided to meet up, he suddenly said he have cash flow issue for his workers, he needed sgd4.8k for his business, else he will lost his entire project.

After I rejected him on his request, he started to insult me on text and scolded me with vaulgar words.
Below are his contact details:

name: steve b d
contact: 8104xxxx
email address: steveoffxxxxx@outlook.com",Name: Steve D Bexxxx,Contact: 81041xxx,
Anonymous , 02 Jun 2022,Phishing Scam,"I received a call from ""Customer Service Officer"" Eric Ho (62351981) from Maybank Jurong Point branch. He told me over the phone that he is calling to remind me that I have not made any payment to my loan that I applied with Maybank.

I told him that was not true as I have not applied any loans at all. He further assured me that I did opened a (current account: 5304 8322 1190) on 16 Feb 2022 at Jurong Point branch and that I have applied $50k loan (Loan Account: 779 000 4489) thereafter and the loan was approved on 20 Apr 2022. I then informed him that this is fraud.

He told me he would submit my request to his department to make a Police report at the Commercial Affair Department. He then told me that he was going to transfer me internally to their CAD emergency line and advise me to wait for the transfer call to be linked, I agreed. During line transfer, I hung up the call. straight away ""CAD"" called me back (62354037 & 62353360).

I refused to pick up the call. I immediately called Maybank hotline (1800-629 2265) and shared with the customer service all of the above via the ""fraud reporting options"".",Name: Eric Ho from Maybank Jurong Point branch customer srevice,Contact:,
Anonymous , 02 Jun 2022,Phishing Scam,"1) I was just finished showering. my mom rushed to me, telling me that police called her just now but when i checked the number is not a police number is from Pakistan number. it called via whatsapp.

While nothing was lost, I recorded the conversation and they swore at me and I pretended to be a police and said that "" I am Singapore police youth "". They hung up. ",Name: Singapore Police force,Contact: 923257235593,
Anonymous , 02 Jun 2022,Impersonation Scam,"Call from High Court, asking to attend court hearing informed that I needed to attend court hearing. The issue was that I used a company to do illegal online betting. ","Name: Calling from High Court, asking to attend court Hearing",Contact: 6562355829,
Anonymous , 01 Jun 2022,Phishing Scam,"I was selling my cod mobile account as I was getting bored of the game,and my dad strongly advised me to take back the money I spent via Carousell. Anyways, the scammer approached me under the status of an interested customer when he requested letting him take a brief look in the account,i agreed, however, he said he had trouble logging in due to a ""2-step verification"" feature, and that I send him the OTP. Thinking nothing of it at the time, I sent it to him, and before long, i had received a notification stating that my email and password had been changed to another one. I was extremely shocked, and went back to the app to confront the scammer. However, he simply laughed and belittled me,before blocking me. I have attempted to make actions by contacting the help centre of the platform my account was in, as well as Carousell. A friend of mine also attempted to threaten him into returning account, but the scammer was suspended before he could make actions. Now, I have no way to reach him.

2.it happened just today, 1st june

3.about $1500,put in the account, was lost",Name: Shinsse,Contact:,
Anonymous , 31 May 2022,Job Scam,"Usual lucrative job offer of SGD$500 / week.

'Brandon' asked me to register through a link (In which I did not click)

Asked for his company information and he gave a legitimate registered company.
However, upon checking, there is no such job and such person.

His texts have so many typing errors that he is already so suspicious from the start.

Please remember that real recruiter does not recruit through personal text msgs.",Name: BRANDON,Contact: 88617162,
Anonymous , 31 May 2022,Phishing Scam,"Scam call using the local contact number 68333000 and claimed to be calling from 'MOH'.

The caller hung up immediately when I questioned him further.

Be careful of such impersonation phone calls!",Name: MOH,Contact: 68333000,
Anonymous , 31 May 2022,Job Scam,"I was contacted on Telegram by a lady  named ""Janice Teow"" who offered me a food review job where I could work anywhere. Followed by a reference to another lady name Diana Fong through another Telegram message, explaining how the job works.

The company posted as working under crew marketing company & provided me with a constant changing website address. They claimed that this is done to protect the privacy of users, so the website address will keep changing. In order to do the job, you have to invest a small amount at first, $115, to start.

The job is to rate food reviews & a total of 33 evaluations. After 1st round, it was easy & the merchant paid a commission to me of $11. They claimed that you can play a maximum of 4 rounds daily; every time you start a new round, you have to deposit $115 into a bank account number that the company will give you through their so-called ""customer service"" WhatsApp account. Every time the bank account number provided is different, as I go along with round 2, the amount started to get bigger & bigger for you to deposit to continue. That's when I realised is a scam. I had deposited $20k & last final question, they asked for another $20k. This is where I stopped it & knew that I am now a scam victim.

To get back your money, you have to continue to complete the given 33-36 food evaluation. The lady Diana even offered to pay me $5k to help me continue, which I rejected as the police alert stated if you want to get back your money & receive the deposit from another person into your bank account. You are also becoming part of their money mule. So please be careful & not to be part of these scammers' money mules just to get back your money.",Name: Crew Marketing,Contact: 88617628,
Anonymous , 30 May 2022,Phishing Scam,"I received a call from +6594267499 and was a automated voice recording claiming to be from the High Court and there was a case for me and should press ""2"" for more details. I pressed 2 and after some ringing a male answered saying this is High Court ""how can I help you?"". When i explained to him, he asked my full name and IC details and then he said he would check. He then said that there is an overdue credit card payment of 7428 SGD from ICBC bank (Chinatown Branch) . When I explained that i don't have such card and that somebody else did the application. he told me he will divert the call to police station for me to report and check if there is other criminal activity with my name used. The call was transferred and a male replied and after 10 minutes call, he told me to download LINE app and share my IC copy for verification. I realised that this is a scam and asked him to stop the call and that i will go to the nearest police station for a face to face complaint. He tried to convince me to continue but I refused & we finished the call.
I almost fell for this. What a waste of time.",Name: High Court,Contact: 0,
Anonymous , 27 May 2022,Phishing Scam,"Watch out for phishing emails pretending to be from “Singpost”. Scammers will email a sort of official looking email that looks like from Singpost. Email claims that you have this package that is still pending, and you will need to transfer money to them in the amount of $2.99. The link will bring you to a website that is not the official Singpost website. But it will still look official. If you are a techie, you can see the website address and email address are not the official Singpost email.

Do not put your credit card info on the website they provided.",Name: singpost,Contact:,
Anonymous , 25 May 2022,Phishing Scam,"I received a call from +6592118405 and was a robocall claiming to be from the High court and there was a case for me and should press ""2"" for more details. I pressed 2 and after some ringing a male answered saying this is High Court ""how can I help you?"". When i explained to him he asked my full name and passport details and then he said he would check. He then said that there is an overdue credit card payment from ICBC bank. When i explained that i don't have such card and that somebody else did the application from me he told me he will divert the call to police station for me to report and check if there is other criminal activity with my name used. The call was transferred and a male replied and after 45 minutes call telling me that my name was involved in a money laundry case. he asked me to download LINE app and opened an account. I realised that this is a scam and asked him to stop the call and i will come from the police station for a face to face discussion. He tried to convince me to continue but I refused and after he send me the police station address we finished the call",Name: High Court,Contact:,
Anonymous , 22 May 2022,Impersonation Scam,"The person would tell you Your Name, and after which he will proceed to start a story on how he changed his phone number recently. He would also mention thAt he is your father’s friend and proceed to say that he will whatsapp you (because i don’t recognise his voice at all and he must have realised that he failed).",Name: +6583060013,Contact:,
Anonymous , 21 May 2022,Home/Room Rental Scam,"Scammer used my CEA license, my name, my photo, fake email and fake hp number to scam people through rental scam. he will ask for a deposit in order to view a property and i know of 3 victims that fell prey to this scam. please verify the phone number used with cea public register. a property agent live and die by their handphone number so if the hp number does not return the agent's id, it is a scam.

If you are a victim, please report to the Police.",Name: allson chng,Contact: 6587517597,
Anonymous , 20 May 2022,Job Scam,"On the 18th of May, I received a telegram text from someone named bee lim about a job on food review, in which you can earn a commission of $30 to $300. Of course I knew this was a scam as I have read the stories shared by people on scam alert. I decided to humor the scammer and then she transferred me to another person called jenny. Obviously another scammer as she mistakenly said her name was karen, deleted the text and corrected her mistake. She then sent me a link for the ""platform"" to do the food review job mentioned. It was the usual ""do a few reviews, after 30-33 reviews, you can cash out"". The caveat being you need to deposit money to continue after the initial few reviews. After the whole fiasco, she added me to a telegram group called enjoy life with another ""newbie"". The newbie contacted me saying she was scared this was a scam and said she would ask someone to check whether it was a legitimate job. OF course the next day she said that after checking, it was legitimate without showing any evidence. This goes to show how far some people would go just to scam others of their own livelihood. I urge anyone who has received these types of job offers to verify with the relevant parties on whether this is a scam or not. No recruiters would solicit you unprofessionally using telegram/WhatsApp. I hope everyone continues to be safe and avoid scams such as this and inform your friends and family.

Please be alert.",Name:,Contact:,
Anonymous , 20 May 2022,Phishing Scam,"Normally we know any phone call with +65 will be a scam call but this phone call is 63259222 without +65.

I think the scammer already upgrade to new way to make a scam call.

From the calling, the scammer seems local person and know local government organization well.",Name: MOH,Contact: 83025089,
Anonymous , 20 May 2022,Phishing Scam,"Got a call from someone who was supposedly from Lazada. she said that there might have been an unauthorised overseas transaction on my account for the purchase of a macbook costing $1,200 made by a third party. The Story was quite convincing because not only does this person know my name and phone number, she knows my email address too. (I asked for her to prove that she was really from lazada.)

What didn't make sense to me was that it was not my bank that called me to verify the transaction. I mean, if someone used my Lazada account and paid for the item him/herself, well... go ahead. no loss to me. i'd just need to update my password or something, and yes, of course worry about this person having access to my Home address as well. I checked my app to see if there was any recent new order made, but there was nothing. On hindsight, I've had problems transacting on Lazada when I'm on VPN, so the app is advanced enough to detect if there is any strange traffic (and not let the transaction go through).

the lady on the other line asked me for the 6-digit OTP, which of course was a surefire sign that it was a scam call. It really helped that Lazada included the following message in their text: Lazada: NEVER SHARE YOUR OTP. LAZADA will not request OTP from customers. That, and a quick google search, really helped me confirm that this call is not legitimate at all.

I put down the phone, and the lady didn't try to call me back. Perhaps they also know that if the intended victim chose to terminate their call, there's no use pursuing. Lady had an indian accent (might be a call centre in india?) and called from a +65 number. Unfortunately I've hade too many of such calls and I can't identify which one was it that this call came through.",Name: lazada,Contact:,
Anonymous , 20 May 2022,Home/Room Rental Scam,"Given the current supply-demand in home rentals, it is very hard to even get a viewing appointment, seems to be a norm for tenants to pay a deposit to secure a unit right away.

After having lost quite a few units without even having a chance to view it first, i decided to trust this guy.

I found this ad on ohmyhome website, which gave a whatsapp number to contact (there were two links with the samd ad)
https://omh.sg/listing/true-punggol-walk/2167408
https://omh.sg/listing/true-punggol-walk/2167408

This guy asked me to pay one month deposit and rent , which i did. he passed me the a/c details etc

the ads are in multiple names: Aleena Hany, Shinta dw and the landlord name given is goh wee hong, thomas.

He also collected my id proof to prepare the contract and gave me an appt, but he never showed up there.

Most importantly, he is still online (although he has blocked my number), and the ad is still up, in spite of me having reported to the OMH.

So beware .. Please be careful.

Editor's note: Please note that scammers will impersonate a legitimate housing agent by using their details. In order to verify if you are speaking to a real agent, please search by the agent's advertised phone number here: https://www.cea.gov.sg/aceas/public-register/sales/1. There is no need to pay to secure a viewing. ",Name: jovin yeo,Contact: 80388425,
Anonymous , 20 May 2022,Impersonation Scam,"I have been receiving many impersonation phone calls. The calls started off with robocalls and attempted to impersonate various Ministries. For one, an ""automated call"" from High court of Singapore saying its my final chance to clear my summons and i need to press a number to talk to a officer. Phone number used: +6562564158

One more kind that is quite regular is from ""ministry of health"", saying my citizenship will be revoked (i am a permanent resident) if i dont press 9 to talk to an agent. phone number used:+6589496489

Look out for calls with the + prefix and if possible, don't pick them up.  ",Name: Impersonating various Ministries,Contact: 62564158,
Anonymous , 19 May 2022,Phishing Scam,"Today morning AROUND 11:35 AM, I RECEIVED A WHATSAPP VIDEO CALL FROM +1 (347) 980-9833. the caller claimed to be from the ""Singapore Police Force"". The caller was wearing a mask and simply dressed in a white t-shirt and blazer. at first he showed his id card which was mentioned as Singapore police.

He started a conversation saying that my debit card has been declined as i did not update my visa particulars with the bank. he insisted me to show my visa (i don't remember what exactly he mentioned. i thought he was asking for my singapore visit pass) by switching on the back camera. i showed my visit pass (both front and back side) which i recently received. he asked me to show the atm card. I said, why do you need my atm card?

He replied that these details are not updated with my bank and he mentioned about my bank name and debit card number (i am guessing a fake). However, i have not attempted to check. then he mentioned that the bank has given a complaint to police and the caller is investigating it. he said if i don't show the card he cannot ingest my details and my account will be seized for 6 months and i may not able to withdraw. moreover, he mentioned that i will be jailed if i don't do it now.

I told him to send an email. how can i trust you? he said, see my id, i am making a video call. Then i replied that i will not share my details. i will visit my bank right now and give all the details they ask. then he replied that if you don't do it now, you will be jailed. then i told him to call after 10 mins so that I will quickly check with a customer care. he was reluctant to listen me and repeatedly mentioning me to trust him and do it asap or i will cut the call and i will come and catch you. i was bit of tensed, shocked (as i am new to singapore) but hesitated to share my bank details. the caller was not giving me time to think. i told him to give me 2 mins i will check with my seniors.

Luckily all these incidents happened in my office and i took the phone to my ro. after mentioning about these details, she immediately told me to cut the call and said that it is a scam. She share that were already these incidents being reported even in the newspapers and so don't believe them. 

i thought reporting such an incident will alert others not to fall in to such prey.",Name: Mentioned as Singapore police,Contact:,
Anonymous , 19 May 2022,Impersonation Scam,"I received a call from a scammer with strong Malaysian accent on 17 May 8:12pm pretending to be someone I know. the caller claimed that his handphone and wallet got stolen by the workers renovating his house and this was his new number.

His mobile number is 8896 0923. i asked him who he was and he said he was someone that talked to me often, how could i forget. instead i blurted out my colleague's name which he said he was.

Next day, still thinking he was my colleague he called for help to transfer money to his contractor because he has fired them for the stolen incident but he needed to pay them for the works already done and his bank account is not activated yet. he mentioned he would pay me back the next day once his account is activated.

Thinking he needed it urgently, I transferred 3600 to his contractor. then he requested for another 6000 because his friend mistakenly transferred to his account instead of the contractor. but i only decided to transfer 1400, saying my limit was 5000. he kept asking me to check if my limit could be changed.

So, I said i was out for lunch and will do so when i'm back in office. back in office, i suddenly thought to message my colleague on microsoft teams, and asked him about it. he said he did not call me at all, and then I realized it was all a scam!

Should have checked with my colleague before doing any transfers! i hope police can nab this scammer!",Name: BRANDON,Contact: 88960923,
Anonymous , 19 May 2022,Job Scam,"On 12May 2022. I came across an online job recruitment in telegram group. I was keen thus decided to respond to it.

The recruiter claimed that that it was a freelance job and I could earn 350/ week and also earn commission daily, She explains that is to create DTA on the platform. I was skeptical at first but she assures me that the company is genius by showing proof of the registered company and address in singapore. Afterwards, i was added to a whatsapp group where there was several people inside too. I was inform to register my account at https://www.ef-visenze.com/n. I registered my bank account in the link so as they can pay me. so i started to do the data creation where there is 40 sets of data to do. they claim that every 40 sets there will be 0-4 (special data) so i have to pay for it where the special data I can earn 5x more commission. First set was just double digit where I have to pay. Afterwards the second set of 40 , it increases to triple digit, but I still manage to get back my earnings and capital inclusive. It is where the third set where it started and price got more and more ranging from $800-28000!. They claimed that if I do not pay, I will not be able to get my capital back and they will take legal action against me. I then started to realize something is amiss. Pls everyone do not fall to such scams!! Im just a student my life savings of $X0000 was just lost like that in a few hours. It is for my university fees, really hope anti scam center and the police will be able to arrest the scammers and our money returned back to use. 

Editor's note: Scammers will pay victims the promised commission in the first few instances to get the victims' trust. However, please note that this is a trap to get victims to pay more in order to cash out more. So, please beware of unsolicited job offers especially one that's sent to you via messaging platforms or social media. Always call the hiring company directly to verify the job offer. ",Name: VISENZE,Contact: 882471612,
Anonymous , 18 May 2022,Job Scam,"A headhunter from BGC job agency messaged me via telegram about this job. Later on a guy whatsapp me saying he is an agent working for Visenze. He told me I need to complete 40 data set to earn commission. During the process, system will prompt me to paynow a certain amount to an individual. He assured me that this only happen from 0 to 4 times within the 40 data set and this ""deposit"" and the commission will be returned to me after completion. I managed to complete 1 set and gotten back my money. However, during my second set, the deposit amount grew larger. I transferred 13k plus to 2 individuals.
Hopefully I can get back all my money. Never did I realise that the last few clicks, the system requested for another 29k, I felt something is not right. That was the time I stopped the process and immediately filed police report. A few days later, the so call custom service whatsapp me to complete the data set and also demanded me to complete 40 data set every 2 hours.",Name: ViSenze,Contact: 89048628,
Anonymous , 18 May 2022,Loan Scam,"100% of all online loan offers are either illegal, scams or loan sharks. I met my scammer on locanto sg. instead of asking victims for upfront fees, they have reversed tactics now. insisted to deposit a small sum of $100 to $500 into My bank account to ""test My capabilities if I qualify for the loan"". To be return in 1 week + 50% interests (Neg). If i can't pay the full amount, just pay interests. I refused to accept but caller + boss continued to pressure me and did not want to hang up the Whatsapp call. I cut it off eventually.",Name: Credit89 Pte Ltd,Contact: 6584375384,
Anonymous , 17 May 2022,Job Scam,"I received an sms from sg-mail (Singapore_police_force_anti-scam_centre@spf.gov.sg) that I could have encountered a job scam of transferring money to a bank account in return for job commissions.

this is my encounter on 14 may 2022. An unknown person contacted me via telegram, saying that they have my number on their records (some job agency person; her account on telegram has been deleted). She then referred another person to contact me (her telegram: eve k).

She gave me the job description, which is to give good reviews to several F&B places. I have to complete first initial 32 reviews to be able to withdraw my 1st commission (which is $11.38). I managed to complete, and the commission was transferred to me by Paynow (since they have my number already). i did not review my bank account number.

Afterwards, she told me to join a group in telegram which has other users and the owner of the company.

They mentioned that there were some bonuses to be won, and user will have to deposit a minimum of $110. some other users also sent their screenshots of how much money they have in their commission account.

Back to eve k, she explained that the next reviews + commission can only proceed if I deposit a minimum of $110 as well.

i gave excuses that I have no money etc, and initiated to return the commission of $11.38 as I can't participate anymore. she said I don't have to return, then, I left the telegram group. so far no one there contacted me except eve k, even though we have already ended the conversation the day prior.


Additional info:
website given by the person (eve k) always has access denied error, she would then give me different urls, and chrome/opera browser would say there is a security alert.

1st website: www.statistic-sgmktsltd.com
2nd website: WWW.SG-EVENTSTATISTICSLTD.COM
3rd website: www.event-sgstatisticsltd.com",Name: Food & Beverage international holdings pte ltd,Contact:,
Anonymous , 17 May 2022,Phishing Scam,"I received a scam call from Lazada 'customer service rep' Saying someone made a transaction this morning to purchase a canon camera. He was Asking me if I was the one who made the purchase. If i did not, he will stop the transaction. But, I needed to tell them my OTP sent via phone sms as well as via email.

I tried to stall for time and asked for the person's identity several time. He told me his name confidently 'Mike Haysen'. However, caller had an Indian accent.

He pressed on to ask for the OTP. He mentioned that if I didn't provide him the OTP now, he will let the transaction proceed. He further commented that I would not be able to call them back to ask for refund.",Name: Lazada,Contact: 6587412699,
Anonymous , 17 May 2022,Phishing Scam,"I received a call from a guy who claimed to be Alan from Lazada (already suspicious at this point as i have not made any Lazada purchases or even opened Lazada recently) and that he wanted to verify a purchase from apple. At this point, I said ""no"" and immediately ended the call so he only got my first name and confirmation of my number. I still went ahead to block all of my cards to be safe. Contacted Lazada's helpdesk and the agent confirmed they would never ask to verify over a phone call and will feedback to management.",Name: alan from lazada,Contact: 6585476701,
Anonymous , 17 May 2022,Job Scam,"Scam Message received:

Shopee invites you to experience online earn commissions
WFH, Daily Earnings $260
no time limit, free for work
Kindly PM Whatsapp: wa.me/60104395875",Name: Shoppee,Contact:,
Anonymous , 16 May 2022,Job Scam,"I got scammed. It is about a job where you do reviews for different cuisines, and for every 28-31 cuisines you reviewed, you will get a commission of $16. However, after the 28-31 times, you have to top-up, I think, $112 to continue.
After that, I would get a 'special delicacy ' that would require me to top-up hundreds or thousands, and I would get 5 times the commission . I'm on my 27th review, and i'm not sure if there's one more or 6 more . I was first contacted on telegram then referred to someone on whatsapp . The group consists of 14 people. In my case one of the new mwmbers reached out to me and she got her money back . But when i tried to, the money i had to deposit was not only once but was getting bigger and bigger . My next transfer is supposed to be around 2000, and i am unsure if i should do it to get my money back .",Name: ifoundries,Contact:,
Anonymous , 16 May 2022,Job Scam,"I was contacted by a recruiter from ""BGC Group"" called Julie and she referred me to the job in-Charge known as ChongLin.

Chonglin then introduced to me that the job was to boost sellers' listings just by clicking 2 buttons. The job involves completing 45 sets of lisitings and I will receive commission for each listing I have completed. The listings are categorized into 2 types: normal and enterprise. Normal does not require deposits while Enterprise requires deposits. At first, when an enterprise data pops up, chonglin will lead by asking me to contact the customer service whatsapp account to request for a bank account to deposit money. He also explained that I could take out my principal on top of my commissions. Afterwards, he even showed a screenshot of his transaction to gain my trust.

The next day when I tried, there were much more enterprise lisitings. Each listings requires more and more money to deposit in order to complete the lisiting. Being led on by chonglin, i did not doubt much and continued to deposit until I realise I do not have sufficient funds to do so. Thats when I asked from help and they asked me to borrow from my friends and family. Its was only when I told my sister and I found out it was a scam. I lost about 11k at this point. I reported to the bank and police later on in the same day.

Here are some of the key takeaways from my incident:
1) Do not trust any online messages claiming to be a recruiter
2) There should always be company funds to perform business operations. So even if the party seems reliable and convincing, do not trust him/her to make deposits
3) Just because there is a group chat for your work, means your job us real. Though not mention above, I was being added to a whatsapp group chat. I believed their tactics to make you think it is legitimate. They also purposefully gain your trust by having other scammers acting as newbies to ask questions you would be interested in to gain your trust.
4) It is obvious that it is a scammer organization, with one loop after another to get you trapped in this scam.
5) Always question everything you see online, no matter how reliable it may seem.
6) When you find it suspicious, always trust ur instinct, stop what you are doing and verify. Do not be led on by the scammers.

I hope my painful lesson will help to spread awareness and prevent less people from falling prey to such scams again. :)",Name: Scammer: Chonglin / company: microstrategy,Contact: 89156147,
Anonymous , 15 May 2022,Credit-for-Sex Scam,"Saw an advertisement in Locanto and response to it on 8th May. Finally agree to pay for her service after she confirmed that she accept cash payment on 14th May 2022.

Upon reaching Yew Tee MRT station, she message say her friend will call me to
check that I'm not police or bad person. Her so called-friend called and told me to use the AXS Machine to buy Razer Gold putting email address as ""gggi018@163.com"" as she'll not accept cash because afraid of ""police fishing"". I refused to pay and they started to called/message/send threatening messages/voice messages/videos using different numbers (+60147240578/+60142971268/+60178152103). Today received messages/voice messages and videos from another phone number.

Obviously, these are scammers posing themselves as ""gang members"" so that people will be frightened and give in. In the past, real ""gang member"" will not identify themselves nor will they betray their ""gang"" code of conduct. Even if
there is till ""gang member"" in Singapore, they'll lie low and not proudly identify themselves to create troubles.

Beware of those posting in locanto with +60 phone number with Line ID.",Name: tiantian,Contact: +60174645349,
Anonymous , 15 May 2022,Phishing Scam,"I accidentally clicked on a call that I didn't  know. I thought it was from MOH or ICA as I was applying for something. However they said that I had a parcel from China with drugs regarding covid-19. They also declared that they were MOH. I immediately knew it was a scam because I don't deal with drugs. it happened on the 15th of may 2022 on 12:47. I shared my contact number and my name

Beware guys!",Name: they declared that they were from moh.,Contact: 6599082731,
Anonymous , 15 May 2022,Phishing Scam,"Got a call from +6584377463 and it was an AUTOMATED, saying it's a call from Ministry of Health and mentioned some violations and asked to press 1 to continue, I just disconnected the call.

Do not pick up calls with the ""+"" prefix, guys!",Name: Robocall,Contact: 6584377463,
Anonymous , 14 May 2022,Impersonation Scam,"Scammer with a strong Malaysian accent called me on 13 May, 8.41pm, trying to impersonate to be someone I know. The caller claimed that he had changed his number and told me this was his new number.

His mobile number is 94468532. The scary thing is he knows my full name and when i repeatedly asked him who he was, he kept asking me to guess and said he was someone whom I hung out often. After awhile of not answering my question on his identity, he hung up the phone.",Name: Unknown,Contact: 94468532,
Anonymous , 14 May 2022,Job Scam,"I was first contacted by this lady name Rachel tan via telegram, in her message she asked if i looking for freelancer job, she claimed that they help thousand or restaurant / food stall to promote and share their cuisine. each set of review we could earn up to $15. she than refer me to another lady name Peiying and she started sharing with me how and what to do to earn. I was than added to a group chat of about 15 people in there and all sounded friendly and earning the commission. i signed up on the platform and at first there was a given credit of $108, so i have to review 32 eatery randomly pick by them, after I completed the 32 review i saw $14 commission and yes i managed to withdraw the money via Paynow. she told me to deposit $108 to get another set of review to earn extra, so I went ahead, so the deposit was to contact their cs and i was given a individual account to do Paynow. After transferring $108, I started the renew, halfway through the review say I received a special delicacies, I checked with CS and the reply was you so lucky, you will enjoy 5 times commission if you deposit the amount stated, human greed so I deposited $xxx and i continue the review and it stop again, this time round the amount became $xxxx, now in order to get back my $xxx i procced to deposit $xxxx. each set is 32 review so towards the end at 31 it stop and say special delicacies, this time is $xxxxx amount. i told the cs no way i going ahead and they keep convincing me to proceed one more review i would be able to withdraw the comm and deposited money all at one time. this time i knew i am scammed. I stopped. It just multiplied to a level you cant afford to pay the big amount and you are stuck.",Name:,Contact: 88043645,
Anonymous , 13 May 2022,Impersonation Scam,"I received a call from 9446 8532, claiming to be my ex-colleague who had changed to a new number. i naively revealed my company and asked him if he is from there and asked what is his job there. He answered yes and asked me to guess his name. I said I really cannot recognize the voice and refused to guess. He keep insisting that he had dinner with me before and asked me to guess his name. After a while of not getting any guess from me, he said nvm, I could look at the whatsapp pix later and hang up the call",Name: he said he is my ex colleague and changed his number,Contact: 94468532,
